listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,dupkey,sub_raw,macro_zone,micro_zone,ppsm,am_pool,am_elevator,am_gym,am_grill,am_partyhall,am_playground,am_sauna,am_furnished,is_beachfront_title
2687011752,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-131m2-venda-RS1598122-id-2687011752/,ITAPEMA - Apartamento Padrão - Meia Praia,Venda,apartamento,UNIT,1598122.0,,,,,"[""POOL"", ""ELEVATOR"", ""PLAYGROUND"", ""PARTY_HALL""]",131,4,3,2,SC,Itapema,Meia Praia,Leonardo Batista,GRUPOZAP,2025-01-11 00:00:00.000,Leonardo Batista|1598122.0|131|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),12199.404580152672,1,1,0,0,1,1,0,0,0
2697432835,https://www.vivareal.com.br/imovel/apartamento-3-quartos-castelo-branco-bairros-itapema-com-garagem-118m2-venda-RS1450000-id-2697432835/,Apartamento com 118 m² 3 suítes em Itapema - SC - REF. 9076,Venda,apartamento,UNIT,1450000.0,,,,,[],118,4,3,2,SC,Itapema,Meia Praia,JMARINHO IMÓVEIS,GRUPOZAP,2025-01-11 00:00:00.000,JMARINHO IMÓVEIS|1450000.0|118|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),12288.135593220339,0,0,0,0,0,0,0,0,0
2612161501,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-125m2-venda-RS1500000-id-2612161501/,Apartamento 03 Suítes e 03 Vagas na Meia Praia,Venda,apartamento,UNIT,1500000.0,,,,,"[""FURNISHED"", ""KITCHEN""]",125,4,3,3,SC,Itapema,Castelo Branco,CONFIARI INVESTIMENTOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,CONFIARI INVESTIMENTOS IMOBILIÁRIOS|1500000.0|125|3|Castelo Branco,castelo branco,Meia Praia,Castelo Branco (inland Meia Praia),12000.0,0,0,0,0,0,0,0,1,0
2598271159,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS870000-id-2598271159/,Apartamento à venda de 2 quartos em Itapema SC,Venda,apartamento,UNIT,870000.0,,,800.0,350.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""BARBECUE_BALCONY"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""NEAR_ACCESS_ROADS"", ""RECREATION_AREA"", ""SOUNDPROOFING"", ""LARGE_WINDOW"", ""TOYS_PLACE"", ""SOLARIUM"", ""DISABLED_ACCESS"", ""GAMES_ROOM"", ""ADULT_POOL"", ""ELECTRONIC_GATE"", ""ENTRANCE_HALL""]",70,3,2,1,SC,Itapema,Morretes,PB IMÓVEIS,GRUPOZAP,2025-01-11 00:00:00.000,PB IMÓVEIS|870000.0|70|2|Morretes,morretes,Morretes,Morretes,12428.57142857143,1,1,1,1,1,1,0,0,0
2691331590,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-130m2-venda-RS2150000-id-2691331590/,"Apartamento 3 Suítes, 3 Vagas - Meia Praia - Itapema - SC",Venda,apartamento,UNIT,2150000.0,,,,,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""PARTY_HALL"", ""BICYCLES_PLACE"", ""BUILTIN_WARDROBE"", ""AMERICAN_KITCHEN"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""SPA"", ""ELECTRONIC_GATE""]",130,4,3,3,SC,Itapema,Andorinha,Adriano Ramos,GRUPOZAP,2025-01-11 00:00:00.000,Adriano Ramos|2150000.0|130|3|Andorinha,andorinha,Meia Praia,Andorinha (inland Meia Praia),16538.46153846154,1,1,1,1,1,1,0,1,0
2719046954,https://www.vivareal.com.br/imovel/apartamento-5-quartos-centro-bairros-itapema-com-garagem-470m2-venda-RS10500000-id-2719046954/,"Apartamento 5 suítes, 470 m² privativos, frente mar em Centro - Itapema - SC",Venda,apartamento,UNIT,10500000.0,,,4500.0,1750.0,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""INTERNET_ACCESS"", ""GAS_SHOWER"", ""CLOSET"", ""AMERICAN_KITCHEN"", ""LARGE_KITCHEN"", ""HIGH_CEILING_HEIGHT"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""SPA"", ""SAUNA"", ""ELECTRONIC_GATE"", ""INTEGRATED_ENVIRONMENTS"", ""BATHTUB"", ""WHIRLPOOL"", ""SEA_VIEW""]",470,6,5,4,SC,Itapema,Centro,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|10500000.0|470|5|Centro,centro,Centro,Centro,22340.425531914894,1,1,1,1,1,1,1,1,1
2705744229,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-117m2-venda-RS1648500-id-2705744229/,"Apto novo e finamente mobiliado 117 m², 2 suítes + 1 dormitório, em Meia Praia - Itapema - SC",Venda,apartamento,UNIT,1648500.0,,,1375.0,590.0,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""GARDEN"", ""PLAYGROUND"", ""PARTY_HALL"", ""CONCIERGE_24H"", ""RECREATION_AREA"", ""AMERICAN_KITCHEN"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""SPA"", ""SAUNA"", ""COWORKING"", ""ELECTRONIC_GATE""]",117,3,3,2,SC,Itapema,Meia Praia,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários BC|1648500.0|117|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),14089.74358974359,1,1,1,1,1,1,1,1,0
2617641178,https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-itapema-com-garagem-150m2-venda-RS3900000-id-2617641178/,"Apartamento 4 dormitórios para Venda em Itapema, CENTRO, 4 dormitórios, 4 suítes, 5 banheiros, 3 vag",Venda,apartamento,UNIT,3900000.0,,,,,"[""POOL"", ""GATED_COMMUNITY"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""PARTY_HALL"", ""NEAR_SCHOOL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""ADULT_GAME_ROOM"", ""SPA"", ""ELECTRONIC_GATE"", ""FITNESS_ROOM""]",150,5,4,3,SC,Itapema,Centro,INEZ JESUS NUNES LIMA,GRUPOZAP,2025-01-11 00:00:00.000,INEZ JESUS NUNES LIMA|3900000.0|150|4|Centro,centro,Centro,Centro,26000.0,1,0,0,0,1,1,0,0,0
2644816494,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-105m2-venda-RS1350000-id-2644816494/,ITAPEMA - Padrão - Meia Praia,Venda,apartamento,UNIT,1350000.0,,,,,"[""GYM"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""DINNER_ROOM"", ""ADULT_GAME_ROOM""]",105,2,3,2,SC,Itapema,Meia Praia,Otto House,GRUPOZAP,2025-01-11 00:00:00.000,Otto House|1350000.0|105|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),12857.142857142857,0,0,1,0,1,1,0,0,0
2760827827,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-175m2-venda-RS1945000-id-2760827827/,"APARTAMENTO PARA VENDA COM TERRAÇO, TEM 175M², 200 MTS DO MAR EM MEIA PRAIA - ITAPEMA - SC",Venda,apartamento,UNIT,1945000.0,,,,,"[""POOL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""GARDEN"", ""SERVICE_AREA"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""SPORTS_COURT"", ""RECREATION_AREA"", ""INTERNET_ACCESS"", ""DINNER_ROOM"", ""DISABLED_ACCESS"", ""INTEGRATED_ENVIRONMENTS"", ""HOT_TUB"", ""ADULT_POOL"", ""ELECTRONIC_GATE"", ""GAMES_ROOM"", ""MASSAGE"", ""SAUNA"", ""LAVABO"", ""PORCELAIN""]",175,4,3,2,SC,Itapema,Andorinha,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|1945000.0|175|3|Andorinha,andorinha,Meia Praia,Andorinha (inland Meia Praia),11114.285714285714,1,1,1,0,1,1,1,0,0
1546305474,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-97m2-venda-RS1100000-id-1546305474/,Apartamento de 2 Suítes com Vista para o Mar e Montanhas,Venda,apartamento,UNIT,1100000.0,,,1000.0,292.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""BALCONY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""GARDEN"", ""PLAYGROUND"", ""BARBECUE_BALCONY"", ""PARTY_HALL"", ""RECREATION_AREA"", ""PLATED_GAS"", ""SANCA"", ""SOUNDPROOFING"", ""LARGE_WINDOW"", ""DINNER_ROOM"", ""LARGE_ROOM"", ""DISABLED_ACCESS"", ""ALUMINUM_WINDOW"", ""LAVABO"", ""PORCELAIN"", ""RAMP"", ""NATURAL_VENTILATION"", ""PANORAMIC_VIEW"", ""ENTRANCE_HALL"", ""ELECTRONIC_GATE"", ""SIDE_ENTRANCE"", ""MOUNTAIN_VIEW"", ""SEA_VIEW""]",97,3,2,2,SC,Itapema,Castelo Branco,MARCOS R,GRUPOZAP,2025-01-11 00:00:00.000,MARCOS R|1100000.0|97|2|Castelo Branco,castelo branco,Meia Praia,Castelo Branco (inland Meia Praia),11340.20618556701,1,1,1,1,1,1,0,0,0
2666979700,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-142m2-venda-RS2790000-id-2666979700/,CHATEAU UNIQUE 1402 - TORRE A,Venda,apartamento,UNIT,2790000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""ADULT_GAME_ROOM""]",142,4,3,3,SC,Itapema,Meia Praia,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,Scheeren & Silveira Imobiliaria LTDA|2790000.0|142|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),19647.88732394366,1,1,1,1,1,1,0,0,0
2613764899,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-123m2-venda-RS1450000-id-2613764899/,APARTAMENTO A VENDA EM MEIA PRAIA | 3 SUÍTES,Venda,apartamento,UNIT,1450000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ADULT_GAME_ROOM"", ""SAUNA"", ""NEAR_PUBLIC_TRANSPORT"", ""ESSENTIAL_PUBLIC_SERVICES""]",123,3,3,2,SC,Itapema,Meia Praia,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|1450000.0|123|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),11788.617886178861,1,1,1,1,0,0,1,0,0
2609061132,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-164m2-venda-RS2300000-id-2609061132/,Apartamento no Edifício Monaco Residence em Itapema,Venda,apartamento,UNIT,2300000.0,,,1.0,550.0,"[""DINNER_ROOM"", ""SERVICE_AREA"", ""BARBECUE_GRILL"", ""KITCHEN""]",164,5,4,3,SC,Itapema,Meia Praia,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,Imobille Negócios Imobiliários|2300000.0|164|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),14024.390243902439,0,0,0,1,0,0,0,0,0
2766851231,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-103m2-venda-RS1399800-id-2766851231/,"Apartamento com VISTA MAR e 3 suítes à venda, 103 m² em Meia Praia - Itapema/SC",Venda,apartamento,UNIT,1399800.0,,,,570.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GOURMET_BALCONY"", ""INTERCOM"", ""SEA_VIEW""]",103,4,3,3,SC,Itapema,Castelo Branco,LANA NEGOCIOS IMOBILIARIOS LTDA,GRUPOZAP,2025-01-11 00:00:00.000,LANA NEGOCIOS IMOBILIARIOS LTDA|1399800.0|103|3|Castelo Branco,castelo branco,Meia Praia,Castelo Branco (inland Meia Praia),13590.291262135923,1,1,0,1,0,0,0,0,0
2761880214,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-80m2-venda-RS1200000-id-2761880214/,Apartamento - 2 dormitórios - 1 Suíte - localizado em Itapema / Meia Praia REF: DW462021,Venda,apartamento,UNIT,1200000.0,,,,,"[""ELEVATOR"", ""INTERCOM"", ""AIR_CONDITIONING"", ""BARBECUE_GRILL"", ""KITCHEN""]",80,2,2,2,SC,Itapema,Meia Praia,SOLLO48 LITORAL,GRUPOZAP,2025-01-11 00:00:00.000,SOLLO48 LITORAL|1200000.0|80|2|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),15000.0,0,1,0,1,0,0,0,0,0
2592489849,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-135m2-venda-RS1530000-id-2592489849/,Apartamento para venda tem 135 metros quadrados com 3 quartos em Meia Praia - Itapema - SC,Venda,apartamento,UNIT,1530000.0,,,1500.0,500.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""ADULT_POOL"", ""GAMES_ROOM"", ""ELECTRONIC_GATE""]",135,3,3,1,SC,Itapema,Andorinha,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|1530000.0|135|3|Andorinha,andorinha,Meia Praia,Andorinha (inland Meia Praia),11333.333333333334,1,1,1,1,1,1,0,0,0
2763648539,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-125m2-venda-RS1550000-id-2763648539/,APARTAMENTO NOVO PRONTO PARA MORAR,Venda,apartamento,UNIT,1550000.0,,,,700.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""KITCHEN"", ""INTERCOM"", ""LARGE_WINDOW"", ""DINNER_ROOM"", ""DIGITAL_LOCKER""]",125,4,3,2,SC,Itapema,Castelo Branco,REDE MOI,GRUPOZAP,2025-01-11 00:00:00.000,REDE MOI|1550000.0|125|3|Castelo Branco,castelo branco,Meia Praia,Castelo Branco (inland Meia Praia),12400.0,1,1,1,1,1,1,0,0,0
2762331321,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-164m2-venda-RS1400000-id-2762331321/,Diferenciado - 3 dormitórios - 1 Suíte - localizado em Itapema / Meia Praia REF: DW462850,Venda,apartamento,UNIT,1400000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""AIR_CONDITIONING"", ""GOURMET_BALCONY"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""DINNER_ROOM""]",164,3,3,2,SC,Itapema,Meia Praia,SOLLO48 LITORAL,GRUPOZAP,2025-01-11 00:00:00.000,SOLLO48 LITORAL|1400000.0|164|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),8536.585365853658,1,1,0,1,0,0,0,0,0
2613245825,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-125m2-venda-RS1340000-id-2613245825/,"Apartamento 3 suítes, Meia Praia, Itapema SC",Venda,apartamento,UNIT,1340000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT""]",125,3,3,2,SC,Itapema,Castelo Branco,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,Eraci Eponina Jaques de Oliveira|1340000.0|125|3|Castelo Branco,castelo branco,Meia Praia,Castelo Branco (inland Meia Praia),10720.0,1,1,1,1,0,0,0,0,0
2741975571,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-itapema-com-garagem-80m2-venda-RS950000-id-2741975571/,"Apartamento quadra mar, mobiliado . em Centro - Itapema - SC",Venda,apartamento,UNIT,950000.0,,,700.0,461.0,"[""PETS_ALLOWED"", ""AIR_CONDITIONING""]",80,3,2,2,SC,Itapema,Centro,SOFIS NEGÓCIOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,SOFIS NEGÓCIOS IMOBILIÁRIOS|950000.0|80|2|Centro,centro,Centro,Centro,11875.0,0,0,0,0,0,0,0,0,0
