listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,dupkey,sub_raw,macro_zone,micro_zone,ppsm,am_pool,am_elevator,am_gym,am_grill,am_partyhall,am_playground,am_sauna,am_furnished,is_beachfront_title,bed_bucket,txt_dist_m,txt_frentemar,txt_quadra_mar,is_offplan,dist_beach_km,guests_est,rev_pred,capex,occ,opex,noi,gross_yield,net_yield,payback_yrs,condo_annual,n_comps,ppsm_ratio,rev_adj,noi_adj,net_yield_adj,payback_adj
2767581974,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-50m2-venda-RS495000-id-2767581974/,APARTAMENTO A VENDA EM ITAPEMA,Venda,apartamento,UNIT,495000.0,,,100.0,100.0,"[""GARAGE""]",50,1,2,1,SC,Itapema,Morretes,HRM Imóveis,GRUPOZAP,2025-01-11 00:00:00.000,HRM Imóveis|495000.0|50|2|Morretes,morretes,Morretes,Morretes,9900.0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,543367.5,0.695937838429473,39507.74745992756,67868.34485868974,0.1976122832495821,0.1249032098141492,8.006199372201548,1200.0,51.0,0.8416052006500812,101087.05366174475,60635.36393319171,0.1115918120483682,8.961230950946126
2762836313,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-55m2-venda-RS420000-id-2762836313/,"APARTAMENTOS EM ITAPEMA, COM 02 DORMS, PREÇO POPULAR!!! Morretes",Venda,apartamento,UNIT,420000.0,,,500.0,300.0,"[""ELECTRONIC_GATE"", ""PETS_ALLOWED"", ""DISABLED_ACCESS"", ""BICYCLES_PLACE""]",55,1,2,1,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,Nei Costa|420000.0|55|2|Morretes,morretes,Morretes,Morretes,7636.363636363636,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,476130.0,0.695937838429473,41958.99745992756,65417.09485868974,0.2255184347103045,0.1373933481584645,7.278372740772251,3600.0,51.0,0.6491720555978587,92306.76497530955,51908.63298404354,0.10902197505732372,9.172462702810147
2714533420,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-53m2-venda-RS571143-id-2714533420/,Apartamento de 2 Dormitórios | Morretes | Itapema,Venda,apartamento,UNIT,571143.0,,,1.0,1.0,"[""ELEVATOR"", ""GYM"", ""SERVICE_AREA"", ""PARTY_HALL"", ""NEAR_SCHOOL"", ""KITCHEN"", ""INTERCOM"", ""DINNER_ROOM"", ""SQUARE"", ""ENTRANCE_HALL"", ""PET_SPACE"", ""SAUNA"", ""MEZZANINE"", ""NEAR_PUBLIC_TRANSPORT"", ""ESSENTIAL_PUBLIC_SERVICES"", ""WHIRLPOOL"", ""TOYS_PLACE"", ""COWORKING""]",53,1,2,1,SC,Itapema,Morretes,Boulevard Imob,GRUPOZAP,2025-01-11 00:00:00.000,Boulevard Imob|571143.0|53|2|Morretes,morretes,Morretes,Morretes,10776.283018867924,1,1,1,0,1,0,1,0,0,2,,0,0,0,0.3257284929846319,4.0,109659.16417812929,621321.1395,0.695937838429473,39031.42678182995,70627.73739629932,0.1764935348351032,0.1136734820468784,8.797126488899181,12.0,51.0,0.916098568924889,106346.86773297636,65323.08529017699,0.1051357842785534,9.511509395797502
2752513113,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-60m2-venda-RS420000-id-2752513113/,"APARTAMENTOS EM ITAPEMA, COM 02 DORMS, PREÇO POPULAR!!! Morretes",Venda,apartamento,UNIT,420000.0,,,1000.0,300.0,"[""DISABLED_ACCESS"", ""BICYCLES_PLACE"", ""ELECTRONIC_GATE"", ""PETS_ALLOWED""]",60,1,2,1,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,Nei Costa|420000.0|60|2|Morretes,morretes,Morretes,Morretes,7000.0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,482130.0,0.695937838429473,42458.99745992756,64917.09485868974,0.2227119082376481,0.1346464539827219,7.42685730237145,3600.0,51.0,0.5950743842980372,89538.02990923579,49693.644931184535,0.10307104915932329,9.702045415820288
2749772401,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-58m2-venda-RS450000-id-2749772401/,Apto 58 m² 2 quartos 1 vaga de garagem,Venda,apartamento,UNIT,450000.0,,,,270.0,"[""PETS_ALLOWED"", ""FURNISHED""]",58,1,2,1,SC,Itapema,Morretes,RE/MAX Sea,GRUPOZAP,2025-01-11 00:00:00.000,RE/MAX Sea|450000.0|58|2|Morretes,morretes,Morretes,Morretes,7758.620689655172,0,0,0,0,0,0,0,1,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,509025.0,0.695937838429473,43330.99745992756,64045.09485868974,0.2109446339936492,0.1258191539878979,7.9479154667991665,3240.0,51.0,0.6595652042712234,92821.33332346875,52401.2876625709,0.1029444283926544,9.713978848721792
2669009410,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-61m2-venda-RS445000-id-2669009410/,"Apto mobilado a venda, 2 dormitórios, 1 vaga privativa, Morretes - Itapema - SC",Venda,apartamento,UNIT,445000.0,,,400.0,330.0,"[""FURNISHED"", ""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""INTERNET_ACCESS"", ""AMERICAN_KITCHEN"", ""SAFETY_CIRCUIT"", ""ELECTRONIC_GATE""]",61,1,2,1,SC,Itapema,Morretes,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários BC|445000.0|61|2|Morretes,morretes,Morretes,Morretes,7295.081967213115,0,0,0,0,0,0,0,1,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,507742.5,0.695937838429473,42335.24745992756,65040.84485868974,0.211477456227551,0.128098090781626,7.806517598335954,3960.0,51.0,0.6201594871490083,90841.3923251351,50143.834863903976,0.09875839596627026,10.12572136491097
2763593920,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-53m2-venda-RS572070-id-2763593920/,Imóvel para venda possui 53 metros quadrados com 2 quartos em Morretes - Itapema - SC,Venda,apartamento,UNIT,572070.0,,,,,"[""POOL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""CONCIERGE_24H"", ""COWORKING"", ""ELECTRONIC_GATE"", ""GAMES_ROOM""]",53,1,2,1,SC,Itapema,Morretes,C.A NEGÓCIOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,C.A NEGÓCIOS IMOBILIÁRIOS|572070.0|53|2|Morretes,morretes,Morretes,Morretes,10793.77358490566,1,1,1,0,1,1,0,0,0,2,,0,0,0,0.3257284929846319,4.0,109659.16417812929,622226.355,0.695937838429473,45882.86283182995,63776.30134629932,0.1762367718707917,0.102496946382638,9.75638821733122,4200.0,51.0,0.9175854528985934,106407.24850741637,59974.768809729,0.09638738109980732,10.37480206008003
2729537625,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS450000-id-2729537625/,Apto pronto para morar em Morretes - Itapema - SC,Venda,apartamento,UNIT,450000.0,,,,320.0,"[""POOL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""ELECTRONIC_GATE""]",70,1,2,1,SC,Itapema,Morretes,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários BC|450000.0|70|2|Morretes,morretes,Morretes,Morretes,6428.571428571428,1,1,1,0,1,1,0,0,0,2,,0,0,0,0.3257284929846319,6.0,112510.62943187474,523425.0,0.695937838429473,44957.904882579045,67552.7245492957,0.2149508132624057,0.1290590333845263,7.7483921409866685,3840.0,51.0,0.5464968835390137,91064.52900231563,50395.844205648405,0.0962809269821816,10.38627307966267
2575451379,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-42m2-venda-RS680000-id-2575451379/,"Studio para Venda em Itapema, MORRETES, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga",Venda,apartamento,UNIT,680000.0,,,,,"[""POOL"", ""NEAR_SHOPPING_CENTER"", ""NEAR_SCHOOL"", ""ADULT_GAME_ROOM"", ""PARTY_HALL""]",42,2,2,1,SC,Itapema,Morretes,INEZ JESUS NUNES LIMA,GRUPOZAP,2025-01-11 00:00:00.000,INEZ JESUS NUNES LIMA|680000.0|42|2|Morretes,morretes,Morretes,Morretes,16190.47619047619,1,0,0,0,1,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107787.31301902024,714420.0,0.695937838429473,46512.24160000814,61275.07141901211,0.1508738739383279,0.0857689754192381,11.65922753667054,4200.0,51.0,1.3763625215056643,118153.8340874906,68368.28827378838,0.09569761243216648,10.449581495137425
2769186854,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-56m2-venda-RS459640-id-2769186854/,Apartamento em Rua 416 - Morretes - Itapema/SC,Venda,apartamento,UNIT,459640.0,,,765.0,1.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""ADULT_GAME_ROOM""]",56,1,2,1,SC,Itapema,Morretes,USUÁRIO NEWCORE,GRUPOZAP,2025-01-11 00:00:00.000,USUÁRIO NEWCORE|459640.0|56|2|Morretes,morretes,Morretes,Morretes,8207.857142857143,1,1,0,1,1,1,0,0,0,2,,0,0,0,0.3257284929846319,4.0,96281.77009504354,516038.46,0.695937838429473,36601.45901521281,59680.31107983073,0.1865786710840187,0.1156508975703685,8.646711966861679,12.0,51.0,0.697755076527423,84886.79130395476,49192.00204695971,0.0953262321706791,10.490291887436884
2607855783,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-51m2-venda-RS580000-id-2607855783/,Itapema - Apartamento Padrão - Morretes,Venda,apartamento,UNIT,580000.0,,,,,"[""PARTY_HALL"", ""CABLE_TV"", ""GYM"", ""DINNER_ROOM""]",51,1,2,1,SC,Itapema,Morretes,Duo Imóveis,GRUPOZAP,2025-01-11 00:00:00.000,Duo Imóveis|580000.0|51|2|Morretes,morretes,Morretes,Morretes,11372.549019607844,0,0,1,0,1,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,627570.0,0.695937838429473,45499.99745992756,61876.09485868974,0.1710981919445118,0.0985963236908866,10.142365988565055,4200.0,51.0,0.9667875151060549,106114.18834491876,59666.571679730914,0.09507556396853087,10.517949705047144
2673147348,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS700000-id-2673147348/,"Apartamento em Morretes, Itapema: Seu Refúgio à Beira-Mar! I Cadore Imóveis",Venda,apartamento,UNIT,700000.0,,,50.0,310.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GARAGE"", ""SERVICE_AREA"", ""PARTY_HALL"", ""KITCHEN"", ""INTERCOM""]",70,1,2,1,SC,Itapema,Morretes,CADORE IMOVEIS LTDA - EPP,GRUPOZAP,2025-01-11 00:00:00.000,CADORE IMOVEIS LTDA - EPP|700000.0|70|2|Morretes,morretes,Morretes,Morretes,10000.0,1,1,0,1,1,0,0,0,0,2,,1,0,0,0.05,6.0,128330.0237125789,767550.0,0.695937838429473,47121.78373871988,81208.23997385902,0.167194350482156,0.1058018890936864,9.451627079309622,3720.0,51.0,0.8501062632829103,121239.43396271068,72330.76817396445,0.09423590407656107,10.611666644462385
2729536463,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS461000-id-2729536463/,Apto pronto para morar em Morretes - Itapema - SC,Venda,apartamento,UNIT,461000.0,,,,370.0,"[""POOL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""ELECTRONIC_GATE""]",70,1,2,1,SC,Itapema,Morretes,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários Itapema|461000.0|70|2|Morretes,morretes,Morretes,Morretes,6585.714285714285,1,1,1,0,1,1,0,0,0,2,,0,0,0,0.3257284929846319,6.0,112510.62943187474,534166.5,0.695937838429473,45660.20488257905,66850.42454929568,0.2106283891480928,0.1251490397643725,7.990472814515997,4440.0,51.0,0.5598556962477451,91837.52895339883,50311.94416651496,0.09418775637655105,10.617091206654537
2732128414,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-59m2-venda-RS525000-id-2732128414/,APARTAMENTO C/ 2 QUARTOS E 1 VAGA MORRETES ITAPEMA,Venda,apartamento,UNIT,525000.0,,,,416.0,"[""BALCONY"", ""KITCHEN""]",59,1,2,1,SC,Itapema,Morretes,Reggiori Imóveis,GRUPOZAP,2025-01-11 00:00:00.000,Reggiori Imóveis|525000.0|59|2|Morretes,morretes,Morretes,Morretes,8898.305084745763,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,583462.5,0.695937838429473,45780.49745992756,61595.59485868974,0.1840325510527537,0.1055690723203114,9.472471226855708,4992.0,51.0,0.7564504885144541,97382.46703991311,53600.694635726395,0.09186656320796349,10.885353332923144
2692570680,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-60m2-venda-RS530000-id-2692570680/,Exclusividade - Apartamento 02 Dormitórios mobiliado em Morretes - Itapema,Venda,apartamento,UNIT,530000.0,,,,350.0,[],60,1,2,1,SC,Itapema,Morretes,Imobiliária Morada do Sol,GRUPOZAP,2025-01-11 00:00:00.000,Imobiliária Morada do Sol|530000.0|60|2|Morretes,morretes,Morretes,Morretes,8833.333333333334,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,589545.0,0.695937838429473,45034.99745992756,62341.09485868974,0.1821338359558936,0.1057444213057353,9.456763653836008,4200.0,51.0,0.7509271992332375,97133.00778840178,54146.62723451733,0.0918447739095698,10.887935779390107
