listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,dupkey,sub_raw,macro_zone,micro_zone,ppsm,am_pool,am_elevator,am_gym,am_grill,am_partyhall,am_playground,am_sauna,am_furnished,is_beachfront_title,bed_bucket,txt_dist_m,txt_frentemar,txt_quadra_mar,is_offplan,dist_beach_km,guests_est,rev_pred,capex,occ,opex,noi,gross_yield,net_yield,payback_yrs,condo_annual,n_comps,ppsm_ratio,rev_adj,noi_adj,net_yield_adj
2767581974,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-50m2-venda-RS495000-id-2767581974/,APARTAMENTO A VENDA EM ITAPEMA,Venda,apartamento,UNIT,495000.0,,,100.0,100.0,"[""GARAGE""]",50,1,2,1,SC,Itapema,Morretes,HRM Imóveis,GRUPOZAP,2025-01-11 00:00:00.000,HRM Imóveis|495000.0|50|2|Morretes,morretes,Morretes,Morretes,9900.0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,543367.5,0.695937838429473,39507.74745992756,67868.34485868974,0.1976122832495821,0.1249032098141492,8.006199372201548,1200.0,51.0,0.8416052006500812,101087.05366174475,60635.36393319171,0.1115918120483682
2762836313,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-55m2-venda-RS420000-id-2762836313/,"APARTAMENTOS EM ITAPEMA, COM 02 DORMS, PREÇO POPULAR!!! Morretes",Venda,apartamento,UNIT,420000.0,,,500.0,300.0,"[""ELECTRONIC_GATE"", ""PETS_ALLOWED"", ""DISABLED_ACCESS"", ""BICYCLES_PLACE""]",55,1,2,1,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,Nei Costa|420000.0|55|2|Morretes,morretes,Morretes,Morretes,7636.363636363636,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,476130.0,0.695937838429473,41958.99745992756,65417.09485868974,0.2255184347103045,0.1373933481584645,7.278372740772251,3600.0,51.0,0.6491720555978587,92306.76497530955,51908.63298404354,0.10902197505732372
2714533420,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-53m2-venda-RS571143-id-2714533420/,Apartamento de 2 Dormitórios | Morretes | Itapema,Venda,apartamento,UNIT,571143.0,,,1.0,1.0,"[""ELEVATOR"", ""GYM"", ""SERVICE_AREA"", ""PARTY_HALL"", ""NEAR_SCHOOL"", ""KITCHEN"", ""INTERCOM"", ""DINNER_ROOM"", ""SQUARE"", ""ENTRANCE_HALL"", ""PET_SPACE"", ""SAUNA"", ""MEZZANINE"", ""NEAR_PUBLIC_TRANSPORT"", ""ESSENTIAL_PUBLIC_SERVICES"", ""WHIRLPOOL"", ""TOYS_PLACE"", ""COWORKING""]",53,1,2,1,SC,Itapema,Morretes,Boulevard Imob,GRUPOZAP,2025-01-11 00:00:00.000,Boulevard Imob|571143.0|53|2|Morretes,morretes,Morretes,Morretes,10776.283018867924,1,1,1,0,1,0,1,0,0,2,,0,0,0,0.3257284929846319,4.0,109659.16417812929,621321.1395,0.695937838429473,39031.42678182995,70627.73739629932,0.1764935348351032,0.1136734820468784,8.797126488899181,12.0,51.0,0.916098568924889,106346.86773297636,65323.08529017699,0.1051357842785534
2752513113,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-60m2-venda-RS420000-id-2752513113/,"APARTAMENTOS EM ITAPEMA, COM 02 DORMS, PREÇO POPULAR!!! Morretes",Venda,apartamento,UNIT,420000.0,,,1000.0,300.0,"[""DISABLED_ACCESS"", ""BICYCLES_PLACE"", ""ELECTRONIC_GATE"", ""PETS_ALLOWED""]",60,1,2,1,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,Nei Costa|420000.0|60|2|Morretes,morretes,Morretes,Morretes,7000.0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,482130.0,0.695937838429473,42458.99745992756,64917.09485868974,0.2227119082376481,0.1346464539827219,7.42685730237145,3600.0,51.0,0.5950743842980372,89538.02990923579,49693.644931184535,0.10307104915932329
2749772401,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-58m2-venda-RS450000-id-2749772401/,Apto 58 m² 2 quartos 1 vaga de garagem,Venda,apartamento,UNIT,450000.0,,,,270.0,"[""PETS_ALLOWED"", ""FURNISHED""]",58,1,2,1,SC,Itapema,Morretes,RE/MAX Sea,GRUPOZAP,2025-01-11 00:00:00.000,RE/MAX Sea|450000.0|58|2|Morretes,morretes,Morretes,Morretes,7758.620689655172,0,0,0,0,0,0,0,1,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,509025.0,0.695937838429473,43330.99745992756,64045.09485868974,0.2109446339936492,0.1258191539878979,7.9479154667991665,3240.0,51.0,0.6595652042712234,92821.33332346875,52401.2876625709,0.1029444283926544
2712356298,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-61m2-venda-RS920000-id-2712356298/,"Apartamento com 3 dormitórios à venda, 60 m² por R$ 920.000,00 - Meia Praia - Itapema/SC",Venda,apartamento,UNIT,920000.0,,,,,"[""BALCONY"", ""BARBECUE_GRILL""]",61,1,3,0,SC,Itapema,Meia Praia,Vilar Imobiliária,GRUPOZAP,2025-01-11 00:00:00.000,Vilar Imobiliária|920000.0|61|3|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),15081.967213114754,0,0,0,1,0,0,0,0,0,3,,0,0,0,0.1595238489308625,6.0,152164.9587484837,971580.0,0.7499232533344148,61506.4811857145,90658.4775627692,0.1566159850434176,0.0933103579352901,10.716923845619482,7200.0,269.0,1.1688524590163933,160705.42800736992,99290.85296987818,0.10219524174013275
2628487193,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-102m2-venda-RS1265000-id-2628487193/,"Home Club com 04 Dorm e 02 Vagas, na Meia Praia!",Venda,apartamento,UNIT,1265000.0,,,,,"[""KITCHEN""]",102,3,4,2,SC,Itapema,Meia Praia,CONFIARI INVESTIMENTOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,CONFIARI INVESTIMENTOS IMOBILIÁRIOS|1265000.0|102|4|Meia Praia,meia praia,Meia Praia,Meia Praia (beach band),12401.960784313726,0,0,0,0,0,0,0,0,0,4,,0,0,0,0.1595238489308625,8.0,203775.2728986964,1357672.5,0.7575894202466068,78762.9608072898,125012.31209140662,0.1500916258513716,0.0920784004179259,10.860310294935555,10800.0,57.0,1.0726263461051302,208837.4801916037,134462.07792573245,0.09903866943296888
2669009410,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-61m2-venda-RS445000-id-2669009410/,"Apto mobilado a venda, 2 dormitórios, 1 vaga privativa, Morretes - Itapema - SC",Venda,apartamento,UNIT,445000.0,,,400.0,330.0,"[""FURNISHED"", ""PETS_ALLOWED"", ""AIR_CONDITIONING"", ""INTERNET_ACCESS"", ""AMERICAN_KITCHEN"", ""SAFETY_CIRCUIT"", ""ELECTRONIC_GATE""]",61,1,2,1,SC,Itapema,Morretes,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários BC|445000.0|61|2|Morretes,morretes,Morretes,Morretes,7295.081967213115,0,0,0,0,0,0,0,1,0,2,,0,0,0,0.3257284929846319,4.0,107376.0923186173,507742.5,0.695937838429473,42335.24745992756,65040.84485868974,0.211477456227551,0.128098090781626,7.806517598335954,3960.0,51.0,0.6201594871490083,90841.3923251351,50143.834863903976,0.09875839596627026
2676718894,https://www.vivareal.com.br/imovel/apartamento-3-quartos-morretes-bairros-itapema-com-garagem-69m2-venda-RS685000-id-2676718894/,"LA2007, 69 metros quadrados com 3 quartos sendo uma suíte, em Morretes - Itapema - SC",Venda,apartamento,UNIT,685000.0,,,490.0,350.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""GARDEN"", ""PLAYGROUND"", ""PARTY_HALL"", ""CONCIERGE_24H"", ""INTERNET_ACCESS"", ""AMERICAN_KITCHEN"", ""SECURITY_CAMERA"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""ELECTRONIC_GATE""]",69,2,3,1,SC,Itapema,Centro,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,Airton Investimentos Imobiliários BC|685000.0|69|3|Centro,centro,Centro,Centro,9927.536231884058,1,1,1,1,1,1,0,0,0,3,,0,0,0,0.196202185867394,6.0,138271.88257797496,751702.5,0.7415089159550351,50708.91046015645,87562.97211781851,0.1839449550559895,0.1164862058032513,8.584707460461285,4200.0,45.0,0.7315026697177728,123939.41623116881,73401.7490403736,0.09764733926037708
2763593920,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morretes-bairros-itapema-com-garagem-53m2-venda-RS572070-id-2763593920/,Imóvel para venda possui 53 metros quadrados com 2 quartos em Morretes - Itapema - SC,Venda,apartamento,UNIT,572070.0,,,,,"[""POOL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""CONCIERGE_24H"", ""COWORKING"", ""ELECTRONIC_GATE"", ""GAMES_ROOM""]",53,1,2,1,SC,Itapema,Morretes,C.A NEGÓCIOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,C.A NEGÓCIOS IMOBILIÁRIOS|572070.0|53|2|Morretes,morretes,Morretes,Morretes,10793.77358490566,1,1,1,0,1,1,0,0,0,2,,0,0,0,0.3257284929846319,4.0,109659.16417812929,622226.355,0.695937838429473,45882.86283182995,63776.30134629932,0.1762367718707917,0.102496946382638,9.75638821733122,4200.0,51.0,0.9175854528985934,106407.24850741637,59974.768809729,0.09638738109980732
